break_even_price,open_interest,day.change,day.change_percent,day.close,day.high,day.last_updated,day.low,day.open,day.previous_close,day.volume,day.vwap,details.contract_type,details.exercise_style,details.expiration_date,details.shares_per_contract,details.strike_price,details.ticker,last_quote.ask,last_quote.ask_size,last_quote.ask_exchange,last_quote.bid,last_quote.bid_size,last_quote.bid_exchange,last_quote.last_updated,last_quote.midpoint,last_quote.timeframe,last_trade.sip_timestamp,last_trade.conditions,last_trade.price,last_trade.size,last_trade.exchange,last_trade.timeframe,underlying_asset.change_to_break_even,underlying_asset.last_updated,underlying_asset.price,underlying_asset.ticker,underlying_asset.timeframe,implied_volatility,greeks.delta,greeks.gamma,greeks.theta,greeks.vega
491.045,305,-0.02,-0.0312,64.01,64.01,1.7065044e+18,64.01,64.01,64.03,7.0,64.01,call,american,2024-01-31,100,424,O:SPY240131C00424000,67.24,305,316,66.85,305,316,1706562880324391936,67.045,REAL-TIME,1.7065458760421012e+18,[232],64.01,7.0,312.0,REAL-TIME,0.105,1706566042664777472,490.94,SPY,REAL-TIME,0.7146617932205468,0.9971840340717432,0.000310323595236546,-0.09092548312447031,0.0027382737891211827
491.045,510,0.0,0.0,63.97,63.97,1.7063028e+18,63.97,63.97,63.97,5.0,63.97,call,american,2024-01-31,100,425,O:SPY240131C00425000,66.24,305,316,65.85,305,316,1706562880325043712,66.045,REAL-TIME,1.706289728046e+18,[232],63.97,5.0,308.0,REAL-TIME,0.105,1706566042664777472,490.94,SPY,REAL-TIME,0.7033106433493743,0.9971772114680769,0.0003160605387360522,-0.09035856980509252,0.0027416805805625037
491.045,20,0.0,0.0,62.95,62.95,1.7063028e+18,62.95,62.95,62.95,1.0,62.95,call,american,2024-01-31,100,426,O:SPY240131C00426000,65.24,305,316,64.85,305,316,1706562880324772864,65.045,REAL-TIME,1.706283944565e+18,[232],62.95,1.0,302.0,REAL-TIME,0.105,1706566042664777472,490.94,SPY,REAL-TIME,0.6919863661733997,0.9971702824019695,0.0003219849174453576,-0.0897916447667044,0.0027439900016369046
491.05,528,0.28,0.459,61.26,61.26,1.7065044e+18,61.13,61.13,60.98,2.0,61.195,call,american,2024-01-31,100,427,O:SPY240131C00427000,64.24,305,316,63.86,305,316,1706562880324778496,64.05,REAL-TIME,1.7065482431290304e+18,[227],61.26,1.0,302.0,REAL-TIME,0.11,1706566042664777472,490.94,SPY,REAL-TIME,0.6988889384590959,0.9966532176084801,0.00037543804646206365,-0.09955312702927777,0.002748355702917676
491.05,107,0.0,0.0,59.92,59.92,1.7063028e+18,59.92,59.92,59.92,1.0,59.92,call,american,2024-01-31,100,428,O:SPY240131C00428000,63.24,305,316,62.86,305,316,1706562880324788480,63.05,REAL-TIME,1.706280624039e+18,[232],59.92,1.0,322.0,REAL-TIME,0.11,1706566042664777472,490.94,SPY,REAL-TIME,0.6875996641328336,0.9966376992613691,0.0003833076378190853,-0.0989861974350185,0.002750934211713832
491.05,109,0.0,0.0,47.1,47.1,1.7050068e+18,47.1,47.1,47.1,1.0,47.1,call,american,2024-01-31,100,429,O:SPY240131C00429000,62.24,305,316,61.86,305,316,1706562880324923392,62.05,REAL-TIME,1.704997699902e+18,[232],47.1,1.0,322.0,REAL-TIME,0.11,1706566042664777472,490.94,SPY,REAL-TIME,0.6763370529123841,0.9966218034308589,0.0003914669923884929,-0.0984192564562872,0.002753278740487732
491.05,120,0.0,0.0,57.27,57.27,1.7063028e+18,57.27,57.27,57.27,3.0,57.27,call,american,2024-01-31,100,430,O:SPY240131C00430000,61.24,305,316,60.86,305,316,1706562880324778496,61.05,REAL-TIME,1.706297585883e+18,[233],57.27,3.0,302.0,REAL-TIME,0.11,1706566042664777472,490.94,SPY,REAL-TIME,0.6651009850490287,0.9966055121881949,0.0003999319780163426,-0.0978523043320746,0.0027558436275907884
491.05,22,0.0,0.0,48.97,48.97,1.705698e+18,47.38,47.38,48.97,7.0,47.6071,call,american,2024-01-31,100,431,O:SPY240131C00431000,60.24,305,316,59.86,305,316,1706562880324784128,60.05,REAL-TIME,1.705685597407e+18,[232],48.97,1.0,308.0,REAL-TIME,0.11,1706566042664777472,490.94,SPY,REAL-TIME,0.6538913421312111,0.9965888064598442,0.00040871961909552863,-0.09728534131513314,0.0027590925423002332
491.05,164,0.0,0.0,52.45,52.45,1.7059572e+18,52.45,52.45,52.45,1.0,52.45,call,american,2024-01-31,100,432,O:SPY240131C00432000,59.24,305,316,58.86,305,316,1706562880324792832,59.05,REAL-TIME,1.70594239958e+18,[232],52.45,1.0,308.0,REAL-TIME,0.11,1706566042664777472,490.94,SPY,REAL-TIME,0.6427080070348337,0.9965716659367594,0.0004178482019775016,-0.09671836763410892,0.0027623491362872544
491.05,42,0.0,0.0,53.37,53.37,1.7062164e+18,53.37,53.37,53.37,1.0,53.37,call,american,2024-01-31,100,433,O:SPY240131C00433000,58.24,305,316,57.86,305,316,1706562880324622592,58.05,REAL-TIME,1.70620905843e+18,[232],53.37,1.0,322.0,REAL-TIME,0.11,1706566042664777472,490.94,SPY,REAL-TIME,0.6315508640600854,0.9965540689705527,0.0004273373923689809,-0.09615138353958562,0.002764111416003348
491.055,41,0.0,0.0,53.64,53.64,1.7063028e+18,53.64,53.64,53.64,1.0,53.64,call,american,2024-01-31,100,434,O:SPY240131C00434000,57.25,305,316,56.86,305,316,1706562880324652544,57.055,REAL-TIME,1.706301386713e+18,[209],53.64,1.0,313.0,REAL-TIME,0.115,1706566042664777472,490.94,SPY,REAL-TIME,0.6349080485703084,0.9959934879293576,0.0004899618764587228,-0.10520442738952276,0.007613195480286978
491.055,171,-0.48,-0.889,53.5,53.56,1.7065044e+18,53.5,53.56,53.98,3.0,53.54,call,american,2024-01-31,100,435,O:SPY240131C00435000,56.25,305,316,55.86,305,316,1706562880324402176,56.055,REAL-TIME,1.7065544393812698e+18,[232],53.5,1.0,308.0,REAL-TIME,0.115,1706566042664777472,490.94,SPY,REAL-TIME,0.6233447844923432,0.9959653432356403,0.0005020777182591191,-0.10454934273737218,0.007620408643971826
491.055,110,0.0,0.0,49.28,50.9,1.70613e+18,49.28,50.9,49.28,2.0,50.09,call,american,2024-01-31,100,436,O:SPY240131C00436000,55.25,305,316,54.86,305,316,1706562880325043712,55.055,REAL-TIME,1.706130343874e+18,[232],49.28,1.0,308.0,REAL-TIME,0.115,1706566042664777472,490.94,SPY,REAL-TIME,0.6118082577225107,0.9959363205678842,0.0005147231991010709,-0.10389422569458394,0.007628153460485262
491.055,67,0.0,0.0,51.92,51.96,1.70613e+18,51.92,51.96,51.92,8.0,51.94,call,american,2024-01-31,100,437,O:SPY240131C00437000,54.25,305,316,53.86,305,316,1706562880325404416,54.055,REAL-TIME,1.706118152743e+18,[233],51.92,4.0,312.0,REAL-TIME,0.115,1706566042664777472,490.94,SPY,REAL-TIME,0.6002983515629834,0.9959063722571958,0.0005279324956126268,-0.10323907708352145,0.007635245700979849
491.055,217,3.64,7.314,53.41,53.41,1.7065044e+18,53.41,53.41,49.77,1.0,53.41,call,american,2024-01-31,100,438,O:SPY240131C00438000,53.25,305,316,52.86,305,316,1706562880324778496,53.055,REAL-TIME,1.7065619415079867e+18,[232],53.41,1.0,312.0,REAL-TIME,0.115,1706566042664777472,490.94,SPY,REAL-TIME,0.5888149505681936,0.9958754471350297,0.0005417427079897063,-0.1025838976988387,0.007642813781137855
491.055,179,0.0,0.0,37.24,37.24,1.7050068e+18,37.24,37.24,37.24,10.0,37.24,call,american,2024-01-31,100,439,O:SPY240131C00439000,52.25,305,316,51.86,305,316,1706562880324784128,52.055,REAL-TIME,1.704986981979e+18,[232],37.24,10.0,308.0,REAL-TIME,0.115,1706566042664777472,490.94,SPY,REAL-TIME,0.577357940677871,0.9958434902039905,0.0005561941729807557,-0.10192868835994777,0.007649565130563984
491.055,740,3.3,6.921,50.98,50.98,1.7065044e+18,48.1,48.1,47.68,2.0,49.54,call,american,2024-01-31,100,440,O:SPY240131C00440000,51.25,305,316,50.86,305,316,1706562880325043712,51.055,REAL-TIME,1.7065622565595133e+18,[232],50.98,1.0,322.0,REAL-TIME,0.115,1706566042664777472,490.94,SPY,REAL-TIME,0.5659272091637321,0.9958104422760807,0.0005713308167658664,-0.10127344984903426,0.007656200619692383
491.055,92,0.0,0.0,47.27,47.27,1.7063028e+18,47.27,47.27,47.27,1.0,47.27,call,american,2024-01-31,100,441,O:SPY240131C00441000,50.25,305,316,49.86,305,316,1706562880324772864,50.055,REAL-TIME,1.706279550147e+18,[209],47.27,1.0,304.0,REAL-TIME,0.115,1706566042664777472,490.94,SPY,REAL-TIME,0.5545226447386921,0.9957762395626983,0.0005872005548861644,-0.10061818296344553,0.007663057640347025
491.06,124,0.97,2.136,46.38,46.38,1.7065044e+18,46.38,46.38,45.41,4.0,46.38,call,american,2024-01-31,100,442,O:SPY240131C00442000,49.25,305,316,48.87,305,316,1706562880324778496,49.06,REAL-TIME,1.7065493468320212e+18,[232],46.38,2.0,322.0,REAL-TIME,0.12,1706566042664777472,490.94,SPY,REAL-TIME,0.5496619534023106,0.9951278620826919,0.0006706335815394591,-0.10801410657276275,0.00767238702313458
491.06,27,3.67,8.676,45.97,45.97,1.7065044e+18,45.97,45.97,42.3,1.0,45.97,call,american,2024-01-31,100,443,O:SPY240131C00443000,48.25,305,316,47.87,305,316,1706562880324788480,48.06,REAL-TIME,1.706556827732721e+18,[232],45.97,1.0,322.0,REAL-TIME,0.12,1706566042664777472,490.94,SPY,REAL-TIME,0.5383036736063447,0.9950784688484232,0.0006908865161460123,-0.10735880566801245,0.0076788592788135665
491.06,20,0.0,0.0,43.54,43.54,1.70613e+18,43.54,43.54,43.54,1.0,43.54,call,american,2024-01-31,100,444,O:SPY240131C00444000,47.25,305,316,46.87,305,316,1706562880324918272,47.06,REAL-TIME,1.706123402685e+18,[232],43.54,1.0,308.0,REAL-TIME,0.12,1706566042664777472,490.94,SPY,REAL-TIME,0.5269713214682055,0.9950271989519339,0.0007122118148295613,-0.10670347328732407,0.007685268605494583
491.06,495,3.85,9.046,46.41,46.41,1.7065044e+18,42.85,42.85,42.56,103.0,43.4516,call,american,2024-01-31,100,445,O:SPY240131C00445000,46.25,305,316,45.87,305,316,1706562880324637440,46.06,REAL-TIME,1.7065619415079867e+18,[232],46.41,1.0,312.0,REAL-TIME,0.12,1706566042664777472,490.94,SPY,REAL-TIME,0.515664799849272,0.9949739347177778,0.0007346921586276742,-0.1060481153120642,0.007692101429442065
491.06,170,0.0,0.0,41.43,41.87,1.7063028e+18,41.43,41.87,41.43,2.0,41.65,call,american,2024-01-31,100,446,O:SPY240131C00446000,45.25,305,316,44.87,305,316,1706562880324417024,45.06,REAL-TIME,1.706292690405e+18,[232],41.43,1.0,322.0,REAL-TIME,0.12,1706566042664777472,490.94,SPY,REAL-TIME,0.504384009633303,0.994918548892891,0.0007584185716399874,-0.10539273258915695,0.007698706016561179
491.06,750,0.0,0.0,41.64,41.64,1.70613e+18,41.64,41.64,41.64,1.0,41.64,call,american,2024-01-31,100,447,O:SPY240131C00447000,44.25,305,316,43.87,305,316,1706562880324397056,44.06,REAL-TIME,1.706117066617e+18,[232],41.64,1.0,322.0,REAL-TIME,0.12,1706566042664777472,490.94,SPY,REAL-TIME,0.49312885364883585,0.9948609031956116,0.0007834915212829134,-0.10473732581296362,0.0077056280261548395
491.06,527,1.96,4.853,42.35,42.35,1.7065044e+18,39.9,39.9,40.39,8.0,41.735,call,american,2024-01-31,100,448,O:SPY240131C00448000,43.25,305,316,42.87,305,316,1706562880325389312,43.06,REAL-TIME,1.7065593543163814e+18,[232],42.35,2.0,323.0,REAL-TIME,0.12,1706566042664777472,490.94,SPY,REAL-TIME,0.48189923751336766,0.9948008470727826,0.0008100221426116748,-0.10408189591794399,0.007711831344969422
491.06,235,3.15,8.148,41.81,41.81,1.7065044e+18,38.79,38.79,38.66,2.0,40.3,call,american,2024-01-31,100,449,O:SPY240131C00449000,42.25,305,316,41.87,305,316,1706562880324772864,42.06,REAL-TIME,1.706561318149705e+18,[232],41.81,1.0,304.0,REAL-TIME,0.12,1706566042664777472,490.94,SPY,REAL-TIME,0.47069506907967357,0.9947382163353375,0.0008381336478642909,-0.103426443657226,0.007718511085706973
491.06,2052,0.14,0.373,37.72,37.72,1.7065044e+18,37.62,37.62,37.58,2.0,37.67,call,american,2024-01-31,100,450,O:SPY240131C00450000,41.25,305,316,40.87,305,316,1706562880324411904,41.06,REAL-TIME,1.706545642229399e+18,[232],37.72,1.0,308.0,REAL-TIME,0.12,1706566042664777472,490.94,SPY,REAL-TIME,0.4595162590995834,0.9946728315614545,0.0008679629661403085,-0.10277096987759218,0.007722786568823543
491.06,1257,0.0,0.0,35.26,35.26,1.7062164e+18,35.26,35.26,35.26,1.0,35.26,call,american,2024-01-31,100,451,O:SPY240131C00451000,40.25,305,316,39.87,305,316,1706562880324983552,40.06,REAL-TIME,1.706210753662e+18,[232],35.26,1.0,308.0,REAL-TIME,0.12,1706566042664777472,490.94,SPY,REAL-TIME,0.4483627212484761,0.994604496298029,0.0008996626480554338,-0.10211547539566748,0.007729860071815495
491.06,810,0.0,0.0,36.09,36.09,1.7063028e+18,35.32,35.32,36.09,3.0,35.5767,call,american,2024-01-31,100,452,O:SPY240131C00452000,39.25,305,316,38.87,305,316,1706562880325394432,39.06,REAL-TIME,1.706298931175e+18,[233],36.09,1.0,302.0,REAL-TIME,0.12,1706566042664777472,490.94,SPY,REAL-TIME,0.43723437251845415,0.9945329949876226,0.0009334030911667997,-0.10145996107738639,0.007735376452190639
491.065,2021,3.69,10.708,38.15,38.15,1.7065044e+18,35.33,35.33,34.46,2.0,36.74,call,american,2024-01-31,100,453,O:SPY240131C00453000,38.26,305,316,37.87,305,316,1706562880324778496,38.065,REAL-TIME,1.706559824625412e+18,[232],38.15,1.0,308.0,REAL-TIME,0.125,1706566042664777472,490.94,SPY,REAL-TIME,0.432588514578517,0.9936961159887154,0.0010715698211451244,-0.10885578771431541,0.00774476388575902
491.065,1282,0.32,0.954,33.88,33.88,1.7065044e+18,33.86,33.86,33.56,15.0,33.8787,call,american,2024-01-31,100,454,O:SPY240131C00454000,37.26,305,316,36.87,305,316,1706562880324784128,37.065,REAL-TIME,1.7065386022274972e+18,[232],33.88,14.0,304.0,REAL-TIME,0.125,1706566042664777472,490.94,SPY,REAL-TIME,0.42150567334382694,0.99359847075305,0.0011150834288036855,-0.1082002467735186,0.007750394131831418
491.065,2233,0.96,2.944,33.57,33.57,1.7065044e+18,32.84,32.84,32.61,8.0,33.335,call,american,2024-01-31,100,455,O:SPY240131C00455000,36.26,305,316,35.87,305,316,1706562880324792832,36.065,REAL-TIME,1.7065541948590525e+18,[232],33.57,1.0,312.0,REAL-TIME,0.125,1706566042664777472,490.94,SPY,REAL-TIME,0.410447936761892,0.9934959515952827,0.0011616595735248231,-0.10754468813753564,0.0077558772768921225
491.065,997,4.11,14.574,32.31,32.31,1.7065044e+18,32.31,32.31,28.2,1.0,32.31,call,american,2024-01-31,100,456,O:SPY240131C00456000,35.26,305,316,34.87,305,316,1706562880324618240,35.065,REAL-TIME,1.7065476271476787e+18,[233],32.31,1.0,312.0,REAL-TIME,0.125,1706566042664777472,490.94,SPY,REAL-TIME,0.39941524698640263,0.993388171019238,0.0012116082246072107,-0.10688911271880236,0.007761941373304946
491.065,1086,3.69,12.19,33.96,33.96,1.7065044e+18,30.82,30.84,30.27,5.0,31.506,call,american,2024-01-31,100,457,O:SPY240131C00457000,34.26,305,316,33.87,305,316,1706562880324772864,34.065,REAL-TIME,1.706559600530755e+18,[232],33.96,1.0,312.0,REAL-TIME,0.125,1706566042664777472,490.94,SPY,REAL-TIME,0.388407552424967,0.9932746994199614,0.001265280511528003,-0.10623352145682209,0.007766143610986787
491.065,814,0.28,0.932,30.31,30.51,1.7065044e+18,30.31,30.51,30.03,5.0,30.43,call,american,2024-01-31,100,458,O:SPY240131C00458000,33.26,305,316,32.87,305,316,1706562880324407040,33.065,REAL-TIME,1.706552338999542e+18,[232],30.31,1.0,304.0,REAL-TIME,0.125,1706566042664777472,490.94,SPY,REAL-TIME,0.37742480849957083,0.99315505921709,0.0013230755404590898,-0.1055779153111926,0.007771100639840441
491.065,1016,-0.01,-0.0345,29.01,29.01,1.7065044e+18,29.01,29.01,29.02,1.0,29.01,call,american,2024-01-31,100,459,O:SPY240131C00459000,32.26,305,316,31.87,305,316,1706562880325043712,32.065,REAL-TIME,1.7065386001373507e+18,[232],29.01,1.0,308.0,REAL-TIME,0.125,1706566042664777472,490.94,SPY,REAL-TIME,0.3664669786013886,0.9930287179695688,0.0013854485755954023,-0.10492229530693774,0.00777642467510898
491.065,9948,2.98,10.727,30.76,30.77,1.7065044e+18,27.78,27.78,27.78,24.0,28.4746,call,american,2024-01-31,100,460,O:SPY240131C00460000,31.26,305,316,30.87,305,316,1706562880324647680,31.065,REAL-TIME,1.7065617197263383e+18,[233],30.76,1.0,312.0,REAL-TIME,0.125,1706566042664777472,490.94,SPY,REAL-TIME,0.35553403500936076,0.992895080292924,0.001452920903368897,-0.10426666242962908,0.00778063359881161
491.065,1127,0.33,1.207,27.66,27.66,1.7065044e+18,27.66,27.66,27.33,1.0,27.66,call,american,2024-01-31,100,461,O:SPY240131C00461000,30.26,300,316,29.87,305,316,1706562880324618240,30.065,REAL-TIME,1.70654918326074e+18,[232],27.66,1.0,323.0,REAL-TIME,0.125,1706566042664777472,490.94,SPY,REAL-TIME,0.34462596037491305,0.9927534782761906,0.0015260917965287943,-0.10361101778544446,0.0077851358455133055
491.065,613,0.09,0.347,26.0,26.0,1.7065044e+18,26.0,26.0,25.91,1.0,26.0,call,american,2024-01-31,100,462,O:SPY240131C00462000,29.26,300,316,28.87,305,316,1706562880324391936,29.065,REAL-TIME,1.706539126351366e+18,[209],26.0,1.0,303.0,REAL-TIME,0.125,1706566042664777472,490.94,SPY,REAL-TIME,0.333742749081013,0.9926031601266077,0.0016056530971200428,-0.10295536249803956,0.0077897878500527915
491.065,605,1.15,4.585,26.23,26.23,1.7065044e+18,26.23,26.23,25.08,1.0,26.23,call,american,2024-01-31,100,463,O:SPY240131C00463000,28.26,300,316,27.87,305,316,1706562880325043712,28.065,REAL-TIME,1.7065584085378478e+18,[233],26.23,1.0,312.0,REAL-TIME,0.125,1706566042664777472,490.94,SPY,REAL-TIME,0.3228844091320024,0.9924432765947059,0.0016924071055619701,-0.1022996977920135,0.007792757482265754
491.065,508,0.79,3.421,23.88,23.88,1.7065044e+18,23.88,23.88,23.09,14.0,23.88,call,american,2024-01-31,100,464,O:SPY240131C00464000,27.26,300,316,26.87,305,316,1706562880324772864,27.065,REAL-TIME,1.7065386022274972e+18,[232],23.88,14.0,304.0,REAL-TIME,0.125,1706566042664777472,490.94,SPY,REAL-TIME,0.3120509642476328,0.9922728647001821,0.0017872886565355288,-0.1016440249321222,0.007797107334735704
491.07,2533,3.45,14.987,26.47,26.47,1.7065044e+18,22.84,23.32,23.02,8.0,23.6975,call,american,2024-01-31,100,465,O:SPY240131C00465000,26.26,300,316,25.88,305,316,1706562880324778496,26.07,REAL-TIME,1.7065599879684943e+18,[232],26.47,1.0,312.0,REAL-TIME,0.13,1706566042664777472,490.94,SPY,REAL-TIME,0.3076500953347597,0.9910649286383488,0.002072686216845835,-0.10903978957993803,0.00780759538152446
491.07,1159,0.98,4.408,23.21,23.21,1.7065044e+18,22.25,22.25,22.23,5.0,22.798,call,american,2024-01-31,100,466,O:SPY240131C00466000,25.26,300,316,24.88,305,316,1706562880324788480,25.07,REAL-TIME,1.7065584085378478e+18,[233],23.21,1.0,312.0,REAL-TIME,0.13,1706566042664777472,490.94,SPY,REAL-TIME,0.29686406209252897,0.9908365732173663,0.0021988765378994353,-0.10838410756157169,0.007809695431824636
491.075,2459,0.87,4.1,22.09,22.09,1.7065044e+18,20.82,21.05,21.22,541.0,20.9778,call,american,2024-01-31,100,467,O:SPY240131C00467000,24.25,325,302,23.9,325,302,1706562879902747392,24.075,REAL-TIME,1.7065583282883812e+18,[232],22.09,1.0,308.0,REAL-TIME,0.135,1706566042664777472,490.94,SPY,REAL-TIME,0.29249998402091876,0.9895450046464049,0.0025238794634531766,-0.1157798690796624,0.00782078150835504
491.075,1860,1.51,7.869,20.7,20.7,1.7065044e+18,20.01,20.01,19.19,54.0,20.3457,call,american,2024-01-31,100,468,O:SPY240131C00468000,23.25,325,302,22.9,325,302,1706562879902917888,23.075,REAL-TIME,1.7065554308902927e+18,[232],20.7,1.0,312.0,REAL-TIME,0.135,1706566042664777472,490.94,SPY,REAL-TIME,0.28176248014934174,0.989247616893919,0.002689884078455625,-0.11512418094541037,0.007822862656515132
491.075,1785,1.64,8.851,20.17,20.17,1.7065044e+18,18.87,19.35,18.53,44.0,19.2414,call,american,2024-01-31,100,469,O:SPY240131C00469000,22.25,325,302,21.9,325,302,1706562880023048960,22.075,REAL-TIME,1.706557962676456e+18,[209],20.17,3.0,319.0,REAL-TIME,0.135,1706566042664777472,490.94,SPY,REAL-TIME,0.2710509809635539,0.9889276629286713,0.0028742874145176885,-0.11446849049465187,0.00782615236459295
491.075,3063,3.58,20.422,21.11,21.11,1.7065044e+18,17.85,18.0,17.53,50.0,18.4386,call,american,2024-01-31,100,470,O:SPY240131C00470000,21.25,325,302,20.9,325,302,1706562879903228416,21.075,REAL-TIME,1.7065617806822285e+18,[232],21.11,2.0,302.0,REAL-TIME,0.135,1706566042664777472,490.94,SPY,REAL-TIME,0.26036574193450807,0.9885824539923824,0.003079989812428061,-0.11381279960834985,0.007828620900566807
491.075,1444,3.29,19.976,19.76,20.5,1.7065044e+18,16.9,17.11,16.47,75.0,17.4972,call,american,2024-01-31,100,471,O:SPY240131C00471000,20.25,325,302,19.9,325,302,1706562879901790208,20.075,REAL-TIME,1.7065617197263383e+18,[233],19.76,1.0,312.0,REAL-TIME,0.135,1706566042664777472,490.94,SPY,REAL-TIME,0.24892500663252393,0.9882080692474589,0.003310877722501996,-0.1127387141954365,0.01826958049540949
491.075,3322,0.71,4.44,16.7,16.7,1.7065044e+18,15.62,16.09,15.99,35.0,16.1606,call,american,2024-01-31,100,472,O:SPY240131C00472000,19.25,325,302,18.9,325,302,1706562879507341056,19.075,REAL-TIME,1.7065554308902927e+18,[232],16.7,1.0,312.0,REAL-TIME,0.135,1706566042664777472,490.94,SPY,REAL-TIME,0.23711019334392405,0.9877977420072338,0.003572846968479131,-0.11144999137477292,0.01826796922820729
491.075,5247,3.03,20.654,17.7,18.16,1.7065044e+18,14.95,14.95,14.67,468.0,17.7971,call,american,2024-01-31,100,473,O:SPY240131C00473000,18.25,325,302,17.9,325,302,1706562879902366464,18.075,REAL-TIME,1.706561390237232e+18,[209],17.7,12.0,320.0,REAL-TIME,0.135,1706566042664777472,490.94,SPY,REAL-TIME,0.22532280103154656,0.9873457291186948,0.003872178038679971,-0.11016129075024443,0.01826453742199216
491.08,3007,3.73,27.94,17.08,17.2,1.7065044e+18,13.43,13.94,13.35,79.0,14.4877,call,american,2024-01-31,100,474,O:SPY240131C00474000,17.25,600,316,16.91,605,316,1706562899302992896,17.08,REAL-TIME,1.7065607086703053e+18,[233],17.08,3.0,312.0,REAL-TIME,0.14,1706566042664777472,490.94,SPY,REAL-TIME,0.21630021904503105,0.9855095131452714,0.0045097694681533575,-0.11497200953006331,0.01827465960800511
491.085,14548,3.21,25.098,16.0,16.0,1.7065044e+18,12.81,13.04,12.79,247.0,13.6016,call,american,2024-01-31,100,475,O:SPY240131C00475000,16.16,545,316,16.01,600,316,1706562899303118080,16.085,REAL-TIME,1.706562738422762e+18,[209],16.0,1.0,316.0,REAL-TIME,0.145,1706566042664777472,490.94,SPY,REAL-TIME,0.20730562835190056,0.9835143628535543,0.0052452472822574715,-0.11978275340343711,0.01827969775168695
491.085,4558,3.15,26.65,14.97,14.97,1.7065044e+18,11.76,11.76,11.82,238.0,12.4053,call,american,2024-01-31,100,476,O:SPY240131C00476000,15.16,515,316,15.01,600,316,1706562899303193344,15.085,REAL-TIME,1.7065623777657595e+18,[233],14.97,1.0,302.0,REAL-TIME,0.145,1706566042664777472,490.94,SPY,REAL-TIME,0.19560514448479466,0.9827404497040009,0.005780959153897065,-0.11849416243397301,0.01827523450339436
491.095,4624,3.25,30.516,13.9,14.1,1.7065044e+18,10.65,11.47,10.65,19.0,12.2653,call,american,2024-01-31,100,477,O:SPY240131C00477000,14.17,553,316,14.02,600,316,1706562899303273472,14.095,REAL-TIME,1.706560992544721e+18,[232],13.9,1.0,323.0,REAL-TIME,0.155,1706566042664777472,490.94,SPY,REAL-TIME,0.18940496702948456,0.9789603496219742,0.007090054978787139,-0.12940434324646072,0.018297464896763913
491.105,6153,2.74,26.422,13.11,13.17,1.7065044e+18,9.96,10.43,10.37,34.0,11.2785,call,american,2024-01-31,100,478,O:SPY240131C00478000,13.18,600,316,13.03,600,316,1706562899303624192,13.105,REAL-TIME,1.706562887761204e+18,[232],13.11,4.0,312.0,REAL-TIME,0.165,1706566042664777472,490.94,SPY,REAL-TIME,0.18323211089777255,0.9749258656977258,0.008564683895413506,-0.14031454695905068,0.018319814863454024
491.115,6052,3.2,36.036,12.08,12.3,1.7065044e+18,8.86,9.17,8.88,186.0,9.8638,call,american,2024-01-31,100,479,O:SPY240131C00479000,12.19,600,316,12.04,600,316,1706562899305017600,12.115,REAL-TIME,1.7065627531012708e+18,[209],12.08,2.0,312.0,REAL-TIME,0.175,1706566042664777472,490.94,SPY,REAL-TIME,0.1770223140023485,0.97061230222701,0.010229320468529143,-0.15114649076123435,0.036690570235461975
491.13,16478,3.28,41.837,11.12,11.5,1.7065044e+18,7.73,8.21,7.84,265.0,9.4969,call,american,2024-01-31,100,480,O:SPY240131C00480000,11.2,525,316,11.06,600,316,1706562899305529600,11.13,REAL-TIME,1.706562887761204e+18,[232],11.12,4.0,312.0,REAL-TIME,0.19,1706566042664777472,490.94,SPY,REAL-TIME,0.16783674339700602,0.9644422283730503,0.012480822118691264,-0.1612321475360488,0.036710884462914
491.15,4334,2.59,35.142,9.96,10.44,1.7065044e+18,6.88,7.18,7.37,82.0,8.1394,call,american,2024-01-31,100,481,O:SPY240131C00481000,10.22,491,316,10.08,600,316,1706562899305689344,10.15,REAL-TIME,1.7065623243304164e+18,[232],9.96,1.0,308.0,REAL-TIME,0.21,1706566042664777472,490.94,SPY,REAL-TIME,0.16005111972399513,0.9561392795343381,0.015476681396905613,-0.1757905524912301,0.03674865270179002
491.19,3264,2.8,45.234,8.99,9.55,1.7065044e+18,6.33,6.7,6.19,413.0,8.7665,call,american,2024-01-31,100,482,O:SPY240131C00482000,9.26,525,316,9.12,600,316,1706562899305704448,9.19,REAL-TIME,1.7065623485697132e+18,[232],8.99,1.0,322.0,REAL-TIME,0.25,1706566042664777472,490.94,SPY,REAL-TIME,0.15773522404490226,0.9415866150558555,0.01995349596279222,-0.2082393450759613,0.0368682746485702
491.245,4495,2.76,51.111,8.16,8.57,1.7065044e+18,5.26,5.72,5.4,2670.0,7.3154,call,american,2024-01-31,100,483,O:SPY240131C00483000,8.31,494,316,8.18,600,316,1706562899305779456,8.245,REAL-TIME,1.7065627760454098e+18,[232],8.16,1.0,308.0,REAL-TIME,0.305,1706566042664777472,490.94,SPY,REAL-TIME,0.1540202308672544,0.9226941242199072,0.025286053303809855,-0.24159659904797307,0.06386449867142806
491.33,5861,2.67,57.918,7.28,7.77,1.7065044e+18,4.43,4.66,4.61,200.0,5.9303,call,american,2024-01-31,100,484,O:SPY240131C00484000,7.39,517,316,7.27,605,316,1706562899305849600,7.33,REAL-TIME,1.706562719934371e+18,[232],7.28,1.0,312.0,REAL-TIME,0.39,1706566042664777472,490.94,SPY,REAL-TIME,0.15192616041585458,0.8954363788247963,0.032088812933403286,-0.2869010239024915,0.06409568502817611
