break_even_price,implied_volatility,open_interest,day.change,day.change_percent,day.close,day.high,day.last_updated,day.low,day.open,day.previous_close,day.volume,day.vwap,details.contract_type,details.exercise_style,details.expiration_date,details.shares_per_contract,details.strike_price,details.ticker,greeks.delta,greeks.gamma,greeks.theta,greeks.vega,last_quote.ask,last_quote.ask_size,last_quote.ask_exchange,last_quote.bid,last_quote.bid_size,last_quote.bid_exchange,last_quote.last_updated,last_quote.midpoint,last_quote.timeframe,last_trade.sip_timestamp,last_trade.conditions,last_trade.price,last_trade.size,last_trade.exchange,last_trade.timeframe,underlying_asset.change_to_break_even,underlying_asset.last_updated,underlying_asset.price,underlying_asset.ticker,underlying_asset.timeframe
374.995,1.217591805491359,837,0.0,0.0,0.01,0.01,1.7062164e+18,0.01,0.01,0.01,20.0,0.01,put,american,2024-01-31,100,375,O:SPY240131P00375000,-0.0011125556524480833,8.089212993907785e-05,-0.039545779766935775,0.002583051918526626,0.01,4600,313,0.0,0,315,1706561999914966272,0.005,REAL-TIME,1.706193008075e+18,[209],0.01,20.0,316.0,REAL-TIME,-116.0,1706566042664777472,490.94,SPY,REAL-TIME
379.995,1.1602155996273344,1481,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,20.0,0.01,put,american,2024-01-31,100,380,O:SPY240131P00380000,-0.0011630529985773694,8.826694064007356e-05,-0.039176560317456,0.002599664265651862,0.01,4766,322,0.0,0,304,1706562007050390528,0.005,REAL-TIME,1.7065408392844764e+18,[209],0.01,1.0,304.0,REAL-TIME,-111.0,1706566042664777472,490.94,SPY,REAL-TIME
384.995,1.1035942554099165,880,0.0,0.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.01,22.0,0.01,put,american,2024-01-31,100,385,O:SPY240131P00385000,-0.0012179637457765196,9.664582186649822e-05,-0.03880704230873246,0.0026160736664524813,0.01,4833,322,0.0,0,304,1706562007050355456,0.005,REAL-TIME,1.7065503945842337e+18,[233],0.01,2.0,302.0,REAL-TIME,-106.0,1706566042664777472,490.94,SPY,REAL-TIME
389.995,1.0477075263448978,470,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,1.0,0.01,put,american,2024-01-31,100,390,O:SPY240131P00390000,-0.0012778910501288006,0.00010621919495306754,-0.03843673091765894,0.0026322767071019033,0.01,4410,322,0.0,0,304,1706562007050390528,0.005,REAL-TIME,1.7065602689829302e+18,[233],0.01,1.0,302.0,REAL-TIME,-101.0,1706566042664777472,490.94,SPY,REAL-TIME
394.995,0.9925379060291881,1157,0.0,0.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.01,12.0,0.01,put,american,2024-01-31,100,395,O:SPY240131P00395000,-0.0013435951842592313,0.00011722782358469172,-0.03806618418897219,0.0026482554454927794,0.01,4065,313,0.0,0,316,1706561995040454400,0.005,REAL-TIME,1.7065390965864786e+18,[209],0.01,7.0,302.0,REAL-TIME,-95.9,1706566042664777472,490.94,SPY,REAL-TIME
399.995,0.9380670937179879,14302,0.0,0.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.01,127.0,0.01,put,american,2024-01-31,100,400,O:SPY240131P00400000,-0.0014159607364932598,0.00012997382891503839,-0.037695114808228715,0.002664006357430497,0.01,4759,322,0.0,0,312,1706562228583602432,0.005,REAL-TIME,1.7065594829414748e+18,[209],0.01,76.0,304.0,REAL-TIME,-90.9,1706566042664777472,490.94,SPY,REAL-TIME
404.995,0.8842788819479773,13394,0.0,0.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.01,2.0,0.01,put,american,2024-01-31,100,405,O:SPY240131P00405000,-0.0014960952660365771,0.00014484585963816168,-0.03732397454950759,0.00267950530247898,0.01,3190,313,0.0,0,300,1706561861675765504,0.005,REAL-TIME,1.7065510312601124e+18,[233],0.01,2.0,302.0,REAL-TIME,-85.9,1706566042664777472,490.94,SPY,REAL-TIME
405.995,0.8736015964434796,358,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,5.0,0.01,put,american,2024-01-31,100,406,O:SPY240131P00406000,-0.0015131649334912726,0.00014811692414357653,-0.03724967831189264,0.0026825763254264435,0.01,2925,323,0.0,0,316,1706561998648433408,0.005,REAL-TIME,1.7065466769041884e+18,[209],0.01,5.0,304.0,REAL-TIME,-84.9,1706566042664777472,490.94,SPY,REAL-TIME
406.995,0.8629508156071457,1914,0.0,0.0,0.02,0.02,1.70613e+18,0.02,0.02,0.02,11.0,0.02,put,american,2024-01-31,100,407,O:SPY240131P00407000,-0.0015306097039519614,0.00015149724404452754,-0.037175369241195654,0.0026856376880204005,0.01,3049,313,0.0,0,300,1706561861679864832,0.005,REAL-TIME,1.706126058575e+18,[209],0.02,10.0,301.0,REAL-TIME,-83.9,1706566042664777472,490.94,SPY,REAL-TIME
407.995,0.8523264140610969,689,0.0,0.0,0.05,0.05,1.705698e+18,0.05,0.05,0.05,1.0,0.05,put,american,2024-01-31,100,408,O:SPY240131P00408000,-0.0015484422593748022,0.00015499175327535894,-0.0371010475455659,0.0026886824303142807,0.01,2564,313,0.0,0,316,1706561998648437760,0.005,REAL-TIME,1.705695874579e+18,[209],0.05,1.0,301.0,REAL-TIME,-82.9,1706566042664777472,490.94,SPY,REAL-TIME
408.995,0.841728268041675,870,0.0,0.0,0.02,0.02,1.70613e+18,0.02,0.02,0.02,26.0,0.02,put,american,2024-01-31,100,409,O:SPY240131P00409000,-0.0015666758587434284,0.00015860566770102503,-0.03702671347037839,0.0026917190167719107,0.01,2831,313,0.0,0,316,1706561995047104000,0.005,REAL-TIME,1.706125818408e+18,[209],0.02,6.0,322.0,REAL-TIME,-81.9,1706566042664777472,490.94,SPY,REAL-TIME
409.995,0.8311562537996048,2076,0.0,0.0,0.02,0.02,1.7063028e+18,0.02,0.02,0.02,1.0,0.02,put,american,2024-01-31,100,410,O:SPY240131P00410000,-0.0015853243714032605,0.00016234450468830493,-0.03695236716053911,0.0026947456773306895,0.01,3975,323,0.0,0,313,1706562262300487680,0.005,REAL-TIME,1.706280951782e+18,[232],0.02,1.0,304.0,REAL-TIME,-80.9,1706566042664777472,490.94,SPY,REAL-TIME
410.995,0.8206102498146274,280,0.0,0.0,0.02,0.02,1.70613e+18,0.02,0.02,0.02,3.0,0.02,put,american,2024-01-31,100,411,O:SPY240131P00411000,-0.00160440231240767,0.0001662141042544869,-0.03687800885141486,0.0026977609385419156,0.01,4197,323,0.0,0,313,1706562293649504768,0.005,REAL-TIME,1.706129648839e+18,[233],0.02,1.0,302.0,REAL-TIME,-79.9,1706566042664777472,490.94,SPY,REAL-TIME
411.995,0.8100901353766352,406,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,1.0,0.01,put,american,2024-01-31,100,412,O:SPY240131P00412000,-0.001623924880596584,0.0001702206519867062,-0.036803638745791886,0.002700761261105586,0.01,3848,323,0.0,0,309,1706562222749744896,0.005,REAL-TIME,1.7065427775784463e+18,[209],0.01,1.0,304.0,REAL-TIME,-78.9,1706566042664777472,490.94,SPY,REAL-TIME
412.995,0.7995957909939565,145,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,41.0,0.01,put,american,2024-01-31,100,413,O:SPY240131P00413000,-0.001643907999294222,0.00017437070387484654,-0.03672925704894964,0.002703749333185477,0.01,2974,313,0.0,0,307,1706561931756131840,0.005,REAL-TIME,1.7065386072825326e+18,[209],0.01,41.0,316.0,REAL-TIME,-77.9,1706566042664777472,490.94,SPY,REAL-TIME
413.995,0.7891271480261115,847,0.0,0.0,0.02,0.02,1.7063028e+18,0.02,0.02,0.02,10.0,0.02,put,american,2024-01-31,100,414,O:SPY240131P00414000,-0.0016643696379332964,0.00017867132608542725,-0.03665489172628064,0.0027067300184464207,0.01,2212,313,0.0,0,302,1706562001161466368,0.005,REAL-TIME,1.706285224623e+18,[209],0.02,10.0,320.0,REAL-TIME,-76.9,1706566042664777472,490.94,SPY,REAL-TIME
414.995,0.778683967868508,1267,0.0,0.0,0.02,0.02,1.7063028e+18,0.01,0.01,0.02,11.0,0.0191,put,american,2024-01-31,100,415,O:SPY240131P00415000,-0.0016853241894293771,0.00018312962442800328,-0.03658047514102985,0.0027096940308084373,0.01,2465,313,0.0,0,300,1706562141825457920,0.005,REAL-TIME,1.706285216767e+18,[209],0.02,10.0,320.0,REAL-TIME,-75.9,1706566042664777472,490.94,SPY,REAL-TIME
415.995,0.768266200656163,1441,0.0,0.0,0.02,0.02,1.7063028e+18,0.02,0.02,0.02,9.0,0.02,put,american,2024-01-31,100,416,O:SPY240131P00416000,-0.001706791698399329,0.0001877535826082915,-0.03650604440947748,0.0027126464541057716,0.01,2464,313,0.0,0,320,1706562141818516480,0.005,REAL-TIME,1.706285212107e+18,[209],0.02,9.0,320.0,REAL-TIME,-74.9,1706566042664777472,490.94,SPY,REAL-TIME
416.995,0.7578737648578566,124,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,8.0,0.01,put,american,2024-01-31,100,417,O:SPY240131P00417000,-0.0017287923390928996,0.00019255161224154908,-0.03643161832971365,0.0027155864829894365,0.01,2683,313,0.0,0,309,1706562852040679936,0.005,REAL-TIME,1.7065387625140265e+18,[209],0.01,8.0,301.0,REAL-TIME,-73.9,1706566042664777472,490.94,SPY,REAL-TIME
417.995,0.7475065192046259,5951,0.0,0.0,0.03,0.03,1.7060436e+18,0.03,0.03,0.03,30.0,0.03,put,american,2024-01-31,100,418,O:SPY240131P00418000,-0.0017513456599219533,0.00019753251095697163,-0.036357181631715085,0.0027185115447147853,0.01,2682,313,0.0,0,308,1706562554339062272,0.005,REAL-TIME,1.706042122217e+18,[209],0.03,30.0,301.0,REAL-TIME,-72.9,1706566042664777472,490.94,SPY,REAL-TIME
418.995,0.737164351613809,890,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,197.0,0.01,put,american,2024-01-31,100,419,O:SPY240131P00419000,-0.0017744729699067194,0.00020270571252066263,-0.03628273452987928,0.0027214237748283128,0.01,2426,323,0.0,0,323,1706562218760038656,0.005,REAL-TIME,1.706560088645613e+18,[209],0.01,25.0,325.0,REAL-TIME,-71.9,1706566042664777472,490.94,SPY,REAL-TIME
419.995,0.7268471508023672,16233,0.0,0.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.01,304.0,0.01,put,american,2024-01-31,100,420,O:SPY240131P00420000,-0.0017981966858668743,0.00020808126730412454,-0.0362082771932954,0.0027243246760513553,0.01,2354,313,0.0,0,323,1706562218760189184,0.005,REAL-TIME,1.706560081243215e+18,[209],0.01,25.0,301.0,REAL-TIME,-70.9,1706566042664777472,490.94,SPY,REAL-TIME
420.995,0.7165548072386955,387,0.0,0.0,0.02,0.02,1.7065044e+18,0.01,0.01,0.02,276.0,0.01514,put,american,2024-01-31,100,421,O:SPY240131P00421000,-0.0018225404052970694,0.00021366989128454266,-0.03613380983767475,0.0027272145794081403,0.01,2351,313,0.0,0,323,1706562218751181824,0.005,REAL-TIME,1.7065613564768458e+18,[227],0.02,36.0,300.0,REAL-TIME,-69.9,1706566042664777472,490.94,SPY,REAL-TIME
421.995,0.7062872122487382,350,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,92.0,0.01,put,american,2024-01-31,100,422,O:SPY240131P00422000,-0.0018475289850560022,0.0002194830196454789,-0.036059332634722975,0.0027300815251043143,0.01,2394,313,0.0,0,300,1706562218767271168,0.005,REAL-TIME,1.7065584332381368e+18,[209],0.01,1.0,316.0,REAL-TIME,-68.9,1706566042664777472,490.94,SPY,REAL-TIME
422.995,0.6960442585827532,3474,-0.01,-50.0,0.01,0.02,1.7065044e+18,0.01,0.01,0.02,284.0,0.01246,put,american,2024-01-31,100,423,O:SPY240131P00423000,-0.0018731886264672377,0.0002255328654846159,-0.035984845766496104,0.002732936044186176,0.01,1965,313,0.0,0,323,1706562218769837056,0.005,REAL-TIME,1.706556755315141e+18,[209],0.01,46.0,303.0,REAL-TIME,-67.9,1706566042664777472,490.94,SPY,REAL-TIME
423.995,0.6858258404633288,1430,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,63.0,0.01,put,american,2024-01-31,100,424,O:SPY240131P00424000,-0.0018995469671971694,0.00023183248416607424,-0.03591034942595221,0.0027357789892890395,0.01,2108,313,0.0,0,323,1706562218783374080,0.005,REAL-TIME,1.706539233693906e+18,[219],0.01,4.0,319.0,REAL-TIME,-66.9,1706566042664777472,490.94,SPY,REAL-TIME
424.995,0.6756318533841795,3152,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,603.0,0.01,put,american,2024-01-31,100,425,O:SPY240131P00425000,-0.0019266331812998732,0.00023839584402101584,-0.035835843798902804,0.0027386056570134253,0.01,1343,313,0.0,0,301,1706562218731223040,0.005,REAL-TIME,1.7065628755532541e+18,[209],0.01,20.0,309.0,REAL-TIME,-65.9,1706566042664777472,490.94,SPY,REAL-TIME
425.995,0.6654621942700945,1522,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,5144.0,0.01,put,american,2024-01-31,100,426,O:SPY240131P00426000,-0.0019544780869943123,0.0002452379039931579,-0.035761329072002294,0.0027414112263251327,0.01,58,315,0.0,0,308,1706562776842803968,0.005,REAL-TIME,1.7065627766669348e+18,[209],0.01,249.0,322.0,REAL-TIME,-64.9,1706566042664777472,490.94,SPY,REAL-TIME
426.995,0.6553167614342231,1494,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,2627.0,0.01,put,american,2024-01-31,100,427,O:SPY240131P00427000,-0.0019831142642027133,0.0002523746991528513,-0.03568680542738274,0.0027442102445670935,0.01,58,316,0.0,0,301,1706562849860501504,0.005,REAL-TIME,1.706562849859668e+18,[209],0.01,20.0,325.0,REAL-TIME,-63.9,1706566042664777472,490.94,SPY,REAL-TIME
427.985,0.6451954547669911,1837,-0.02,-66.7,0.01,0.01,1.7065044e+18,0.01,0.01,0.03,3.0,0.01,put,american,2024-01-31,100,428,O:SPY240131P00428000,-0.0020125761820703287,0.00025982343492091147,-0.03561227305861134,0.0027469838531273346,0.02,5713,323,0.01,2392,323,1706562760405719808,0.015,REAL-TIME,1.7065620095082148e+18,[209],0.01,3.0,307.0,REAL-TIME,-63.0,1706566042664777472,490.94,SPY,REAL-TIME
428.985,0.6350981753680729,1830,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,68.0,0.01,put,american,2024-01-31,100,429,O:SPY240131P00429000,-0.0020429003377496688,0.00026760259105832764,-0.03553773212554135,0.002749747540025091,0.02,5146,308,0.01,2503,313,1706562776658060544,0.015,REAL-TIME,1.706562009565876e+18,[209],0.01,68.0,307.0,REAL-TIME,-62.0,1706566042664777472,490.94,SPY,REAL-TIME
429.985,0.6250248261745339,3548,-0.02,-66.7,0.01,0.02,1.7065044e+18,0.01,0.02,0.03,3127.0,0.01,put,american,2024-01-31,100,430,O:SPY240131P00430000,-0.002074125407587058,0.000275732036592502,-0.035463182818325785,0.0027524855427042607,0.02,5131,308,0.01,2575,313,1706562776658078976,0.015,REAL-TIME,1.7065628997742019e+18,[209],0.01,200.0,320.0,REAL-TIME,-61.0,1706566042664777472,490.94,SPY,REAL-TIME
430.985,0.6149753116487805,1758,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,1.0,0.01,put,american,2024-01-31,100,431,O:SPY240131P00431000,-0.0021062924120207175,0.0002842331570118987,-0.035388625317729,0.0027552102859800687,0.02,5092,308,0.01,2648,313,1706562776658078976,0.015,REAL-TIME,1.7065437824721577e+18,[232],0.01,1.0,302.0,REAL-TIME,-60.0,1706566042664777472,490.94,SPY,REAL-TIME
431.985,0.6049495378850479,1418,0.0,0.0,0.03,0.03,1.7063028e+18,0.02,0.02,0.03,23.0,0.0287,put,american,2024-01-31,100,432,O:SPY240131P00432000,-0.002139444895656579,0.0002931289952483188,-0.03531405980031506,0.0027579102884671,0.02,4610,308,0.01,1218,322,1706562849840713728,0.015,REAL-TIME,1.706290602868e+18,[209],0.03,2.0,302.0,REAL-TIME,-59.0,1706566042664777472,490.94,SPY,REAL-TIME
432.985,0.5949474127173935,1035,0.0,0.0,0.03,0.03,1.7062164e+18,0.03,0.03,0.03,20.0,0.03,put,american,2024-01-31,100,433,O:SPY240131P00433000,-0.0021736291241831788,0.0003024444081811377,-0.03523948644361202,0.002760594486881868,0.02,4946,308,0.01,1156,325,1706562849840713728,0.015,REAL-TIME,1.706212757188e+18,[219],0.03,1.0,312.0,REAL-TIME,-58.0,1706566042664777472,490.94,SPY,REAL-TIME
433.985,0.5849688457989414,2496,0.0,0.0,0.03,0.03,1.7062164e+18,0.03,0.03,0.03,3.0,0.03,put,american,2024-01-31,100,434,O:SPY240131P00434000,-0.002208894299984058,0.0003122062406454181,-0.03516490542743197,0.002763262949912777,0.02,4111,308,0.01,1533,322,1706562849840713728,0.015,REAL-TIME,1.706210996185e+18,[209],0.03,1.0,300.0,REAL-TIME,-57.0,1706566042664777472,490.94,SPY,REAL-TIME
434.985,0.5750137486638519,8188,-0.01,-33.3,0.02,0.02,1.7065044e+18,0.02,0.02,0.03,11.0,0.02,put,american,2024-01-31,100,435,O:SPY240131P00435000,-0.002245292798548333,0.00032244351921562904,-0.0350903169322521,0.0027659086473714634,0.02,4141,308,0.01,570,325,1706562899776692480,0.015,REAL-TIME,1.7065531159612355e+18,[209],0.02,1.0,300.0,REAL-TIME,-56.0,1706566042664777472,490.94,SPY,REAL-TIME
435.985,0.5650820347274538,1815,0.0,0.0,0.03,0.03,1.7063028e+18,0.03,0.03,0.03,7.0,0.03,put,american,2024-01-31,100,436,O:SPY240131P00436000,-0.0022828804280579794,0.0003331876683737387,-0.0350157211287182,0.0027685299061418335,0.02,5055,323,0.01,1695,323,1706562899773961216,0.015,REAL-TIME,1.706285167436e+18,[209],0.03,7.0,320.0,REAL-TIME,-55.0,1706566042664777472,490.94,SPY,REAL-TIME
436.985,0.5551736196295816,3266,0.0,0.0,0.02,0.02,1.7063028e+18,0.02,0.02,0.02,1.0,0.02,put,american,2024-01-31,100,437,O:SPY240131P00437000,-0.0023217167148394,0.0003444727520638541,-0.0349411182083655,0.0027711235942212255,0.02,4247,308,0.01,1315,322,1706562899776692480,0.015,REAL-TIME,1.70628618205e+18,[219],0.02,1.0,312.0,REAL-TIME,-54.0,1706566042664777472,490.94,SPY,REAL-TIME
437.985,0.5452884208205789,1121,-0.02,-66.7,0.01,0.01,1.7065044e+18,0.01,0.01,0.03,128.0,0.01,put,american,2024-01-31,100,438,O:SPY240131P00438000,-0.0023618652177343994,0.0003563357440939792,-0.03486650831866029,0.002773706466485157,0.02,4337,322,0.01,2537,313,1706562786456956160,0.015,REAL-TIME,1.706562007245254e+18,[209],0.01,117.0,309.0,REAL-TIME,-53.0,1706566042664777472,490.94,SPY,REAL-TIME
438.985,0.5354263585400184,1978,-0.01,-50.0,0.01,0.01,1.7065044e+18,0.01,0.01,0.02,1.0,0.01,put,american,2024-01-31,100,439,O:SPY240131P00439000,-0.002403393874828622,0.0003688168313856959,-0.03479189167165111,0.002776260144315592,0.02,3920,308,0.01,2592,313,1706562849840743680,0.015,REAL-TIME,1.7065544974537477e+18,[232],0.01,1.0,304.0,REAL-TIME,-52.0,1706566042664777472,490.94,SPY,REAL-TIME
439.985,0.5255873548007494,11320,-0.01,-33.3,0.02,0.02,1.7065044e+18,0.01,0.02,0.03,76.0,0.01421,put,american,2024-01-31,100,440,O:SPY240131P00440000,-0.0024463753866025262,0.00038195975471670387,-0.034717268397949565,0.0027787909734267795,0.02,5035,323,0.01,2838,323,1706562849837996800,0.015,REAL-TIME,1.7065607347142136e+18,[233],0.02,3.0,312.0,REAL-TIME,-51.0,1706566042664777472,490.94,SPY,REAL-TIME
440.985,0.5157713346869267,1716,-0.02,-50.0,0.02,0.02,1.7065044e+18,0.02,0.02,0.04,1.0,0.02,put,american,2024-01-31,100,441,O:SPY240131P00441000,-0.002490887639824799,0.0003958121923238706,-0.034642638694802434,0.002781289436190558,0.02,3529,308,0.01,2717,313,1706562849840713728,0.015,REAL-TIME,1.7065386024396122e+18,[209],0.02,1.0,319.0,REAL-TIME,-50.0,1706566042664777472,490.94,SPY,REAL-TIME
441.985,0.5059782258546396,1136,0.0,0.0,0.02,0.02,1.7063028e+18,0.02,0.02,0.02,3.0,0.02,put,american,2024-01-31,100,442,O:SPY240131P00442000,-0.0025370141775463905,0.0004104261926540175,-0.0345680027414875,0.002783770539053344,0.02,5025,323,0.01,3165,323,1706562849837946880,0.015,REAL-TIME,1.706289507702e+18,[233],0.02,3.0,302.0,REAL-TIME,-49.0,1706566042664777472,490.94,SPY,REAL-TIME
442.985,0.49620795879629365,9445,-0.01,-33.3,0.02,0.02,1.7065044e+18,0.01,0.01,0.03,723.0,0.01997,put,american,2024-01-31,100,443,O:SPY240131P00443000,-0.0025848447209994743,0.0004258586635707425,-0.03449336070934019,0.002786221760323619,0.02,3567,308,0.01,2841,313,1706562899776692480,0.015,REAL-TIME,1.7065609833007127e+18,[209],0.02,20.0,304.0,REAL-TIME,-48.0,1706566042664777472,490.94,SPY,REAL-TIME
443.985,0.4864604671625246,3008,-0.01,-33.3,0.02,0.03,1.7065044e+18,0.01,0.02,0.03,604.0,0.02366,put,american,2024-01-31,100,444,O:SPY240131P00444000,-0.0026344757502591984,0.0004421719265900815,-0.03441871277823352,0.002788636261204827,0.02,3460,308,0.01,2569,313,1706562899776692480,0.015,REAL-TIME,1.706560782107924e+18,[219],0.02,10.0,325.0,REAL-TIME,-47.0,1706566042664777472,490.94,SPY,REAL-TIME
444.985,0.4767356879243987,7462,0.01,50.0,0.03,0.03,1.7065044e+18,0.01,0.01,0.02,1059.0,0.02268,put,american,2024-01-31,100,445,O:SPY240131P00445000,-0.0026860111514876964,0.000459434346196652,-0.03434405912807713,0.0027910253747116297,0.02,3507,308,0.01,2964,313,1706562899776692480,0.015,REAL-TIME,1.7065610804602895e+18,[227],0.03,20.0,300.0,REAL-TIME,-46.0,1706566042664777472,490.94,SPY,REAL-TIME
