break_even_price,implied_volatility,open_interest,day.change,day.change_percent,day.close,day.high,day.last_updated,day.low,day.open,day.previous_close,day.volume,day.vwap,details.contract_type,details.exercise_style,details.expiration_date,details.shares_per_contract,details.strike_price,details.ticker,greeks.delta,greeks.gamma,greeks.theta,greeks.vega,last_quote.ask,last_quote.ask_size,last_quote.ask_exchange,last_quote.bid,last_quote.bid_size,last_quote.bid_exchange,last_quote.last_updated,last_quote.midpoint,last_quote.timeframe,last_trade.sip_timestamp,last_trade.conditions,last_trade.price,last_trade.size,last_trade.exchange,last_trade.timeframe,underlying_asset.change_to_break_even,underlying_asset.last_updated,underlying_asset.price,underlying_asset.ticker,underlying_asset.timeframe
445.985,0.46703356162994725,1675,0.0,0.0,0.03,0.03,1.7065044e+18,0.01,0.02,0.03,3275.0,0.02124,put,american,2024-01-31,100,446,O:SPY240131P00446000,-0.0027395629398535046,0.000477721046082024,-0.0342693999393828,0.0027933839624862226,0.02,4778,323,0.01,3321,323,1706562899773720320,0.015,REAL-TIME,1.706557782136949e+18,[227],0.03,2.0,300.0,REAL-TIME,-45.0,1706566042664777472,490.94,SPY,REAL-TIME
446.985,0.4573540326282309,3058,0.01,50.0,0.03,0.03,1.7065044e+18,0.02,0.02,0.02,950.0,0.02798,put,american,2024-01-31,100,447,O:SPY240131P00447000,-0.0027952520685671127,0.0004971147262725341,-0.03419473538395122,0.002795716424905183,0.02,4774,323,0.01,3082,313,1706562899776717056,0.015,REAL-TIME,1.7065610674378243e+18,[209],0.03,2.0,302.0,REAL-TIME,-44.0,1706566042664777472,490.94,SPY,REAL-TIME
447.985,0.4476970495191986,1648,-0.01,-33.3,0.02,0.03,1.7065044e+18,0.02,0.02,0.03,110.0,0.02091,put,american,2024-01-31,100,448,O:SPY240131P00448000,-0.002853209336311723,0.0005177065977104257,-0.03412006564411675,0.0027980151223577143,0.02,4727,323,0.01,3635,323,1706562899773720320,0.015,REAL-TIME,1.706561367689679e+18,[209],0.02,11.0,309.0,REAL-TIME,-43.0,1706566042664777472,490.94,SPY,REAL-TIME
448.985,0.43806256541535843,11819,0.0,0.0,0.03,0.03,1.7065044e+18,0.02,0.02,0.03,81.0,0.02753,put,american,2024-01-31,100,449,O:SPY240131P00449000,-0.0029135764071684866,0.0005395974539372194,-0.034045390897935054,0.0028002731797712333,0.02,4558,323,0.01,3196,313,1706562899776717056,0.015,REAL-TIME,1.706561381389248e+18,[227],0.03,20.0,300.0,REAL-TIME,-42.0,1706566042664777472,490.94,SPY,REAL-TIME
449.985,0.4284505383959029,21912,-0.02,-66.7,0.01,0.03,1.7065044e+18,0.01,0.02,0.03,495.0,0.02038,put,american,2024-01-31,100,450,O:SPY240131P00450000,-0.002976506963338701,0.00056289890524962,-0.033970711442215036,0.0028025005037519927,0.02,4385,323,0.01,3250,313,1706562899776717056,0.015,REAL-TIME,1.706562827293793e+18,[219],0.01,5.0,312.0,REAL-TIME,-41.0,1706566042664777472,490.94,SPY,REAL-TIME
450.985,0.4188609315516672,2868,-0.02,-66.7,0.01,0.02,1.7065044e+18,0.01,0.02,0.03,5.0,0.012,put,american,2024-01-31,100,451,O:SPY240131P00451000,-0.003042168015296206,0.0005877348064716693,-0.03389602800101701,0.002804685045222955,0.02,4211,323,0.01,3303,313,1706562899776717056,0.015,REAL-TIME,1.7065614422392364e+18,[209],0.01,4.0,319.0,REAL-TIME,-40.0,1706566042664777472,490.94,SPY,REAL-TIME
451.985,0.40929371486442695,9296,-0.01,-33.3,0.02,0.03,1.7065044e+18,0.02,0.03,0.03,47.0,0.02149,put,american,2024-01-31,100,452,O:SPY240131P00452000,-0.0031107413126698897,0.0006142428690994715,-0.03382134012116177,0.00280682509450326,0.02,4040,323,0.01,3614,308,1706562899776717056,0.015,REAL-TIME,1.7065615480883556e+18,[209],0.02,20.0,312.0,REAL-TIME,-39.0,1706566042664777472,490.94,SPY,REAL-TIME
452.985,0.3997488643510827,3100,-0.02,-50.0,0.02,0.03,1.7065044e+18,0.02,0.02,0.04,362.0,0.02008,put,american,2024-01-31,100,453,O:SPY240131P00453000,-0.0031824250755834193,0.0006425766006426483,-0.033746647993400665,0.0028089364371027166,0.02,3873,323,0.01,3879,308,1706562899776717056,0.015,REAL-TIME,1.706562004881946e+18,[209],0.02,18.0,313.0,REAL-TIME,-38.0,1706566042664777472,490.94,SPY,REAL-TIME
453.985,0.39022636328337285,1756,0.0,0.0,0.03,0.03,1.7065044e+18,0.02,0.03,0.03,5.0,0.026,put,american,2024-01-31,100,454,O:SPY240131P00454000,-0.003257435869888556,0.0006729075109471853,-0.03367195181543803,0.002810992246222373,0.02,3711,323,0.01,3490,313,1706562899776717056,0.015,REAL-TIME,1.7065616204454395e+18,[227],0.03,1.0,302.0,REAL-TIME,-37.0,1706566042664777472,490.94,SPY,REAL-TIME
454.985,0.38072620294806264,6996,-0.02,-50.0,0.02,0.03,1.7065044e+18,0.02,0.03,0.04,51.0,0.02824,put,american,2024-01-31,100,455,O:SPY240131P00455000,-0.0033360107724688774,0.0007054277013589975,-0.033597251788871366,0.002812995823888555,0.02,3553,323,0.01,3469,313,1706562899776717056,0.015,REAL-TIME,1.706559705887924e+18,[232],0.02,1.0,302.0,REAL-TIME,-36.0,1706566042664777472,490.94,SPY,REAL-TIME
455.985,0.37124837356299817,2696,-0.01,-33.3,0.02,0.03,1.7065044e+18,0.02,0.02,0.03,114.0,0.02009,put,american,2024-01-31,100,456,O:SPY240131P00456000,-0.0034184103318078015,0.000740353169849899,-0.03352255865591316,0.0028149850208081333,0.02,3401,323,0.01,3303,313,1706562899776717056,0.015,REAL-TIME,1.706560813320436e+18,[233],0.02,5.0,302.0,REAL-TIME,-35.0,1706566042664777472,490.94,SPY,REAL-TIME
456.985,0.3617928934917074,3122,-0.02,-50.0,0.02,0.02,1.7065044e+18,0.02,0.02,0.04,669.0,0.02,put,american,2024-01-31,100,457,O:SPY240131P00457000,-0.00350492008083151,0.0007779266416410072,-0.03344786387630163,0.0028168890560296635,0.02,3452,323,0.01,5758,323,1706562825611962112,0.015,REAL-TIME,1.7065620556947735e+18,[209],0.02,10.0,316.0,REAL-TIME,-34.0,1706566042664777472,490.94,SPY,REAL-TIME
457.985,0.35235975544648873,2569,-0.01,-33.3,0.02,0.03,1.7065044e+18,0.02,0.03,0.03,33.0,0.02636,put,american,2024-01-31,100,458,O:SPY240131P00458000,-0.003595856212082736,0.0008184230925773883,-0.03337318864601275,0.0028189754044190174,0.02,2710,323,0.01,4828,308,1706562849840797952,0.015,REAL-TIME,1.7065620556882872e+18,[209],0.02,6.0,316.0,REAL-TIME,-33.0,1706566042664777472,490.94,SPY,REAL-TIME
458.985,0.3429489190204845,3640,-0.02,-50.0,0.02,0.02,1.7065044e+18,0.02,0.02,0.04,614.0,0.02,put,american,2024-01-31,100,459,O:SPY240131P00459000,-0.0036915699515441824,0.0008621551736023837,-0.03329858894401641,0.0028207769118669536,0.02,2984,323,0.01,4901,323,1706562899773449472,0.015,REAL-TIME,1.7065621492423741e+18,[209],0.02,1.0,313.0,REAL-TIME,-32.0,1706566042664777472,490.94,SPY,REAL-TIME
459.985,0.33355779352603454,33724,-0.01,-25.0,0.03,0.03,1.7065044e+18,0.02,0.02,0.04,210.0,0.02171,put,american,2024-01-31,100,460,O:SPY240131P00460000,-0.003792523091581013,0.0009095163839752234,-0.033225001181894906,0.002834918013419583,0.02,2863,323,0.01,3689,323,1706562899776783360,0.015,REAL-TIME,1.7065617197263393e+18,[233],0.03,1.0,312.0,REAL-TIME,-31.0,1706566042664777472,490.94,SPY,REAL-TIME
460.985,0.32343213164715034,8957,-0.01,-25.0,0.03,0.04,1.7065044e+18,0.02,0.02,0.04,8.0,0.02875,put,american,2024-01-31,100,461,O:SPY240131P00461000,-0.0038997395902214036,0.0009611808788375196,-0.03300648698276446,0.0077651700311074275,0.02,2738,323,0.01,3828,322,1706562899776783360,0.015,REAL-TIME,1.706560813320436e+18,[233],0.03,5.0,302.0,REAL-TIME,-30.0,1706566042664777472,490.94,SPY,REAL-TIME
461.985,0.31295592736388916,16859,-0.02,-50.0,0.02,0.03,1.7065044e+18,0.02,0.02,0.04,809.0,0.0282,put,american,2024-01-31,100,462,O:SPY240131P00462000,-0.0040132127323298655,0.0010173815470614117,-0.032702560437568765,0.007768329927794418,0.02,2637,323,0.01,3919,323,1706562899776763648,0.015,REAL-TIME,1.7065614907664105e+18,[219],0.02,1.0,301.0,REAL-TIME,-29.0,1706566042664777472,490.94,SPY,REAL-TIME
462.985,0.3025034121321985,4544,-0.01,-33.3,0.02,0.03,1.7065044e+18,0.02,0.03,0.03,264.0,0.02989,put,american,2024-01-31,100,463,O:SPY240131P00463000,-0.004134245962514831,0.0010790398463377349,-0.032398626568141485,0.007771140362093366,0.02,2543,323,0.01,4861,323,1706562899773364992,0.015,REAL-TIME,1.706561751406658e+18,[219],0.02,1.0,301.0,REAL-TIME,-28.0,1706566042664777472,490.94,SPY,REAL-TIME
463.985,0.2920745910159989,8043,-0.02,-50.0,0.02,0.04,1.7065044e+18,0.02,0.03,0.04,111.0,0.02523,put,american,2024-01-31,100,464,O:SPY240131P00464000,-0.0042636242138022525,0.0011469047589630216,-0.03209468659841727,0.007773585883124945,0.02,2986,323,0.01,5727,323,1706562825612308480,0.015,REAL-TIME,1.706562136129916e+18,[209],0.02,1.0,313.0,REAL-TIME,-27.0,1706566042664777472,490.94,SPY,REAL-TIME
464.985,0.28166948464853075,25429,-0.02,-50.0,0.02,0.04,1.7065044e+18,0.01,0.03,0.04,251.0,0.03275,put,american,2024-01-31,100,465,O:SPY240131P00465000,-0.0044022447438544976,0.0012218596449148638,-0.03179074184836252,0.007775623076820632,0.02,2353,323,0.01,4837,323,1706562899773375744,0.015,REAL-TIME,1.7065620714623176e+18,[209],0.02,1.0,301.0,REAL-TIME,-26.0,1706566042664777472,490.94,SPY,REAL-TIME
465.985,0.27128813182865386,4018,-0.02,-50.0,0.02,0.04,1.7065044e+18,0.02,0.03,0.04,21.0,0.03143,put,american,2024-01-31,100,466,O:SPY240131P00466000,-0.0045511379726015065,0.0013049524180972056,-0.03148679458560934,0.007777200729842838,0.02,2237,323,0.01,4831,323,1706562880213085696,0.015,REAL-TIME,1.706559299693525e+18,[232],0.02,1.0,322.0,REAL-TIME,-25.0,1706566042664777472,490.94,SPY,REAL-TIME
466.985,0.2609305934997032,3810,-0.01,-25.0,0.03,0.04,1.7065044e+18,0.02,0.03,0.04,173.0,0.02191,put,american,2024-01-31,100,467,O:SPY240131P00467000,-0.004711492938689473,0.0013974337977925985,-0.03118284567256604,0.007778305775902525,0.02,2072,313,0.01,3752,313,1706562879019232256,0.015,REAL-TIME,1.7065605808107917e+18,[233],0.02,1.0,302.0,REAL-TIME,-24.0,1706566042664777472,490.94,SPY,REAL-TIME
467.985,0.2505969565477715,4579,-0.02,-50.0,0.02,0.04,1.7065044e+18,0.02,0.04,0.04,1363.0,0.03061,put,american,2024-01-31,100,468,O:SPY240131P00468000,-0.004884689101033235,0.0015008066045688769,-0.030878896703170493,0.007778799124286688,0.02,2183,323,0.01,5326,323,1706562707059982848,0.015,REAL-TIME,1.7065620724732065e+18,[236],0.02,85.0,303.0,REAL-TIME,-23.0,1706566042664777472,490.94,SPY,REAL-TIME
468.975,0.2531242686972257,3382,-0.03,-60.0,0.02,0.05,1.7065044e+18,0.02,0.04,0.05,809.0,0.03564,put,american,2024-01-31,100,469,O:SPY240131P00469000,-0.00770974499724594,0.0022243736358654783,-0.04667795925145079,0.0078007387455053855,0.03,5172,323,0.02,2870,323,1706561984100969216,0.025,REAL-TIME,1.706562286250037e+18,[209],0.02,70.0,307.0,REAL-TIME,-22.0,1706566042664777472,490.94,SPY,REAL-TIME
469.975,0.24283847211148793,15146,-0.03,-50.0,0.03,0.06,1.7065044e+18,0.03,0.05,0.06,2984.0,0.03689,put,american,2024-01-31,100,470,O:SPY240131P00470000,-0.008015521225909393,0.002401951633133586,-0.04637402692398298,0.007801879620160415,0.03,6033,322,0.02,92,325,1706562899833628160,0.025,REAL-TIME,1.7065614284856192e+18,[219],0.03,44.0,322.0,REAL-TIME,-21.0,1706566042664777472,490.94,SPY,REAL-TIME
470.975,0.2325780899020593,4174,-0.04,-66.7,0.02,0.06,1.7065044e+18,0.02,0.06,0.06,1092.0,0.04182,put,american,2024-01-31,100,471,O:SPY240131P00471000,-0.008347545753930779,0.002602441123999345,-0.046070098054957966,0.00780244047666867,0.03,5055,322,0.02,2287,313,1706562207744454912,0.025,REAL-TIME,1.706561994710413e+18,[236],0.02,1.0,323.0,REAL-TIME,-20.0,1706566042664777472,490.94,SPY,REAL-TIME
471.975,0.22234349572994205,3130,-0.05,-71.4,0.02,0.06,1.7065044e+18,0.02,0.05,0.07,1217.0,0.04947,put,american,2024-01-31,100,472,O:SPY240131P00472000,-0.008709340023504514,0.002829996582576614,-0.045766175009921556,0.007802466273864767,0.03,5585,323,0.02,2782,323,1706562781267804672,0.025,REAL-TIME,1.706561850136861e+18,[236],0.02,10.0,313.0,REAL-TIME,-19.0,1706566042664777472,490.94,SPY,REAL-TIME
472.975,0.21213515213938913,5305,-0.07,-87.5,0.01,0.08,1.7065044e+18,0.01,0.06,0.08,1656.0,0.05718,put,american,2024-01-31,100,473,O:SPY240131P00473000,-0.009105081053100043,0.0030897598761591505,-0.04546226048188334,0.007801803367637409,0.03,4909,323,0.02,3713,323,1706562825611655936,0.025,REAL-TIME,1.7065628495008476e+18,[232],0.01,1.0,312.0,REAL-TIME,-18.0,1706566042664777472,490.94,SPY,REAL-TIME
473.975,0.2019535836307911,17859,-0.07,-70.0,0.03,0.09,1.7065044e+18,0.03,0.08,0.1,3635.0,0.04332,put,american,2024-01-31,100,474,O:SPY240131P00474000,-0.009539771480867786,0.003388165546425806,-0.0451584723631746,0.007800709526686214,0.03,3064,323,0.02,3008,323,1706562899776803328,0.025,REAL-TIME,1.7065625474553756e+18,[227],0.03,64.0,304.0,REAL-TIME,-17.0,1706566042664777472,490.94,SPY,REAL-TIME
474.965,0.20062218514913624,8652,-0.08,-66.7,0.04,0.11,1.7065044e+18,0.04,0.09,0.12,1369.0,0.07495,put,american,2024-01-31,100,475,O:SPY240131P00475000,-0.01301175039290873,0.004477607253262113,-0.05886657631796161,0.018247477476460425,0.04,3790,323,0.03,2925,323,1706561984103143936,0.035,REAL-TIME,1.7065620008905014e+18,[209],0.04,1.0,300.0,REAL-TIME,-16.0,1706566042664777472,490.94,SPY,REAL-TIME
475.965,0.18908790104864737,7469,-0.11,-78.6,0.03,0.13,1.7065044e+18,0.03,0.11,0.14,1299.0,0.08072,put,american,2024-01-31,100,476,O:SPY240131P00476000,-0.013696251446593338,0.004953783267932574,-0.05780923798880851,0.0182372238670067,0.04,2886,313,0.03,2213,313,1706562870208102656,0.035,REAL-TIME,1.7065627387394068e+18,[236],0.03,1.0,308.0,REAL-TIME,-15.0,1706566042664777472,490.94,SPY,REAL-TIME
476.965,0.17758278379797107,9069,-0.13,-76.5,0.04,0.17,1.7065044e+18,0.04,0.15,0.17,885.0,0.1089,put,american,2024-01-31,100,477,O:SPY240131P00477000,-0.014467833732765494,0.00551850638571882,-0.05675182747528914,0.018224084950164584,0.04,2265,322,0.03,6400,322,1706562403180732928,0.035,REAL-TIME,1.7065618454641633e+18,[209],0.04,1.0,312.0,REAL-TIME,-14.0,1706566042664777472,490.94,SPY,REAL-TIME
477.955,0.17159403777415463,7407,-0.2,-83.3,0.04,0.21,1.7065044e+18,0.04,0.19,0.24,1662.0,0.1363,put,american,2024-01-31,100,478,O:SPY240131P00478000,-0.018644776786769287,0.007077501332697387,-0.0678935201039317,0.01824724453724631,0.05,1985,313,0.04,2048,313,1706562880222082048,0.045,REAL-TIME,1.706562672522579e+18,[209],0.04,3.0,304.0,REAL-TIME,-13.0,1706566042664777472,490.94,SPY,REAL-TIME
478.945,0.16563447210474844,10237,-0.25,-80.6,0.06,0.28,1.7065044e+18,0.05,0.25,0.31,1984.0,0.1892,put,american,2024-01-31,100,479,O:SPY240131P00479000,-0.023122451977215592,0.00885014985357107,-0.07903525973581094,0.018273403291662084,0.06,1666,313,0.05,2007,313,1706562890615379712,0.055,REAL-TIME,1.7065627387394017e+18,[236],0.06,1.0,308.0,REAL-TIME,-12.0,1706566042664777472,490.94,SPY,REAL-TIME
479.925,0.16352888388724793,10075,-0.32,-80.0,0.08,0.37,1.7065044e+18,0.07,0.34,0.4,6555.0,0.1971,put,american,2024-01-31,100,480,O:SPY240131P00480000,-0.030975652171884003,0.011555040520954029,-0.10050818839873288,0.03665554615944656,0.08,1689,313,0.07,1857,313,1706562861360496384,0.075,REAL-TIME,1.7065628863236861e+18,[209],0.08,1.0,313.0,REAL-TIME,-11.0,1706566042664777472,490.94,SPY,REAL-TIME
480.905,0.15583188392774222,4228,-0.44,-81.5,0.1,0.49,1.7065044e+18,0.09,0.44,0.54,2908.0,0.2844,put,american,2024-01-31,100,481,O:SPY240131P00481000,-0.03937466816039627,0.014608132028829332,-0.11519829911973337,0.036694397780817144,0.1,1277,313,0.09,1281,313,1706562899799643136,0.095,REAL-TIME,1.706562861233369e+18,[209],0.1,1.0,316.0,REAL-TIME,-10.0,1706566042664777472,490.94,SPY,REAL-TIME
481.865,0.15361261431898876,2646,-0.55,-79.7,0.14,0.65,1.7065044e+18,0.12,0.59,0.69,3512.0,0.4399,put,american,2024-01-31,100,482,O:SPY240131P00482000,-0.0543462232677192,0.019309935975150787,-0.14778507359817333,0.03682077143896265,0.14,959,313,0.13,828,313,1706562899796844032,0.135,REAL-TIME,1.706562893799613e+18,[209],0.14,19.0,300.0,REAL-TIME,-9.07,1706566042664777472,490.94,SPY,REAL-TIME
482.815,0.15085496061964873,3722,-0.7,-78.7,0.19,0.83,1.7065044e+18,0.17,0.74,0.89,5267.0,0.5952,put,american,2024-01-31,100,483,O:SPY240131P00483000,-0.07241509773167522,0.024698692463102984,-0.18203750637548977,0.06380125829971607,0.19,118,322,0.18,1965,322,1706562860042189056,0.185,REAL-TIME,1.7065628831597345e+18,[209],0.19,5.0,309.0,REAL-TIME,-8.12,1706566042664777472,490.94,SPY,REAL-TIME
483.735,0.14803849749015952,6770,-0.89,-77.4,0.26,1.07,1.7065044e+18,0.25,0.96,1.15,8309.0,0.8191,put,american,2024-01-31,100,484,O:SPY240131P00484000,-0.09911460466671171,0.03166003192469594,-0.22423607229149056,0.06402378716182104,0.27,118,325,0.26,1443,322,1706562861372976640,0.265,REAL-TIME,1.706562895629153e+18,[209],0.26,1.0,307.0,REAL-TIME,-7.2,1706566042664777472,490.94,SPY,REAL-TIME
484.625,0.14847685287188517,4916,-1.08,-74.5,0.37,1.37,1.7065044e+18,0.35,1.24,1.45,17530.0,0.9082,put,american,2024-01-31,100,485,O:SPY240131P00485000,-0.13292196321776575,0.03941632323411957,-0.28039393990947165,0.09647052558691571,0.38,212,315,0.37,439,308,1706562891863666176,0.375,REAL-TIME,1.7065628902623314e+18,[227],0.37,1.0,312.0,REAL-TIME,-6.31,1706566042664777472,490.94,SPY,REAL-TIME
485.475,0.14564930018724728,5678,-1.28,-70.7,0.53,1.71,1.7065044e+18,0.49,1.56,1.81,22547.0,1.2113,put,american,2024-01-31,100,486,O:SPY240131P00486000,-0.17547258365876037,0.047751359742952124,-0.32586376121213717,0.09683968540653982,0.53,426,308,0.52,311,313,1706562881100092160,0.525,REAL-TIME,1.7065628974208596e+18,[233],0.53,1.0,312.0,REAL-TIME,-5.46,1706566042664777472,490.94,SPY,REAL-TIME
486.285,0.146350789226086,6886,-1.53,-68.3,0.71,2.15,1.7065044e+18,0.67,1.98,2.24,26384.0,1.6068,put,american,2024-01-31,100,487,O:SPY240131P00487000,-0.22534635761085714,0.05616730805312589,-0.3861610983973993,0.12722076672131705,0.72,165,315,0.71,177,313,1706562890471511808,0.715,REAL-TIME,1.7065628974208596e+18,[233],0.71,1.0,312.0,REAL-TIME,-4.65,1706566042664777472,490.94,SPY,REAL-TIME
487.04,0.14300248170387483,6082,-1.77,-65.1,0.95,2.64,1.7065044e+18,0.88,2.45,2.72,27766.0,1.9316,put,american,2024-01-31,100,488,O:SPY240131P00488000,-0.28374495873867317,0.0639521025313877,-0.41788710873009965,0.12774189166366492,0.97,401,302,0.95,256,313,1706562899923276800,0.96,REAL-TIME,1.7065628956480868e+18,[227],0.95,1.0,312.0,REAL-TIME,-3.9,1706566042664777472,490.94,SPY,REAL-TIME
487.735,0.14396540874197888,2576,-2.01,-61.5,1.26,3.2,1.7065044e+18,1.17,2.93,3.27,14415.0,2.059,put,american,2024-01-31,100,489,O:SPY240131P00489000,-0.34949811310144674,0.07063965688869597,-0.4662511062559704,0.14666815245441378,1.27,177,316,1.26,67,325,1706562895073059072,1.265,REAL-TIME,1.7065628960847667e+18,[227],1.26,10.0,304.0,REAL-TIME,-3.2,1706566042664777472,490.94,SPY,REAL-TIME
488.36,0.1407405583850973,3300,-2.27,-58.2,1.63,3.85,1.7065044e+18,1.51,3.55,3.9,10180.0,2.1645,put,american,2024-01-31,100,490,O:SPY240131P00490000,-0.42118881969228084,0.07521135694597614,-0.4712039511103041,0.14731711701566852,1.65,236,316,1.63,206,313,1706562889974939904,1.64,REAL-TIME,1.7065628992905905e+18,[227],1.63,10.0,300.0,REAL-TIME,-2.58,1706566042664777472,490.94,SPY,REAL-TIME
488.915,0.14149269277405932,575,-2.36,-53.2,2.08,4.48,1.7065044e+18,1.94,4.22,4.44,6289.0,2.3668,put,american,2024-01-31,100,491,O:SPY240131P00491000,-0.4967488762072807,0.07757978853961729,-0.4884008831518499,0.14798282310940525,2.09,69,325,2.08,90,325,1706562893448303360,2.085,REAL-TIME,1.7065628977258767e+18,[209],2.08,10.0,301.0,REAL-TIME,-2.02,1706566042664777472,490.94,SPY,REAL-TIME
489.39,0.13865802086321216,430,-2.58,-49.0,2.68,5.21,1.7065044e+18,2.42,5.03,5.26,3507.0,2.8909,put,american,2024-01-31,100,492,O:SPY240131P00492000,-0.5734675454877857,0.07684496421419235,-0.45959761618042283,0.14856135346160546,2.62,151,325,2.6,91,325,1706562899183495424,2.61,REAL-TIME,1.7065628414746335e+18,[209],2.68,1.0,312.0,REAL-TIME,-1.55,1706566042664777472,490.94,SPY,REAL-TIME
489.79,0.13920536722261842,153,-3.38,-52.2,3.1,5.49,1.7065044e+18,3.04,5.49,6.48,206.0,3.6235,put,american,2024-01-31,100,493,O:SPY240131P00493000,-0.6486323598607742,0.07350706843332568,-0.4383675952537906,0.13059758652848708,3.23,420,316,3.19,247,316,1706562899835386880,3.21,REAL-TIME,1.706562006621344e+18,[233],3.1,1.0,302.0,REAL-TIME,-1.15,1706566042664777472,490.94,SPY,REAL-TIME
490.11,0.13737488518955313,65,-2.71,-41.1,3.89,6.9,1.7065044e+18,3.57,6.66,6.6,84.0,4.6165,put,american,2024-01-31,100,494,O:SPY240131P00494000,-0.7188501707027702,0.06728526312764614,-0.38380884099617796,0.13052061920001937,3.92,537,316,3.86,246,316,1706562899700456704,3.89,REAL-TIME,1.706562879023166e+18,[209],3.89,3.0,303.0,REAL-TIME,-0.83,1706566042664777472,490.94,SPY,REAL-TIME
490.375,0.13675597878616177,116,-3.47,-42.3,4.74,7.45,1.7065044e+18,4.53,7.45,8.21,16.0,5.3462,put,american,2024-01-31,100,495,O:SPY240131P00495000,-0.7839737417146904,0.059658148326864155,-0.32967824583002614,0.10018205553534511,4.67,600,316,4.58,568,316,1706562899818171648,4.625,REAL-TIME,1.706562358098317e+18,[227],4.74,1.0,301.0,REAL-TIME,-0.565,1706566042664777472,490.94,SPY,REAL-TIME
490.57,0.13542578211521378,24,-1.88,-25.1,5.6,8.48,1.7065044e+18,5.4,8.21,7.48,48.0,6.9377,put,american,2024-01-31,100,496,O:SPY240131P00496000,-0.8399459078112012,0.05042268046347145,-0.26379168945376685,0.09912596586722311,5.48,600,316,5.38,451,316,1706562899305100544,5.43,REAL-TIME,1.706560763750579e+18,[209],5.6,1.0,316.0,REAL-TIME,-0.37,1706566042664777472,490.94,SPY,REAL-TIME
490.72,0.1336817548295331,0,-13.2,-66.9,6.54,6.54,1.7065044e+18,6.34,6.34,19.72,4.0,6.39,put,american,2024-01-31,100,497,O:SPY240131P00497000,-0.8884336638904815,0.04097094106872699,-0.19773470557146933,0.06578793408355171,6.34,600,316,6.22,526,316,1706562899303221504,6.28,REAL-TIME,1.7065617134599465e+18,[209],6.54,1.0,303.0,REAL-TIME,-0.22,1706566042664777472,490.94,SPY,REAL-TIME
490.825,0.13231876469170978,3,-3.81,-34.1,7.36,9.6,1.7065044e+18,7.15,9.6,11.17,41.0,7.3141,put,american,2024-01-31,100,498,O:SPY240131P00498000,-0.9285582700010805,0.03142319432966859,-0.1355622278615299,0.060420031587097404,7.24,600,316,7.11,543,316,1706562899303346688,7.175,REAL-TIME,1.706561453818852e+18,[232],7.36,5.0,304.0,REAL-TIME,-0.115,1706566042664777472,490.94,SPY,REAL-TIME
490.9,0.12628349502316955,0,-2.07,-20.2,8.19,11.65,1.7065044e+18,8.19,11.65,10.26,10.0,11.24,put,american,2024-01-31,100,499,O:SPY240131P00499000,-0.9633679492772282,0.02201939527462679,-0.06803295932864563,0.03290001874060334,8.29,605,316,7.91,605,316,1706562899303033600,8.1,REAL-TIME,1.706562145152143e+18,[209],8.19,1.0,302.0,REAL-TIME,-0.04,1706566042664777472,490.94,SPY,REAL-TIME
490.915,0.1338413928714152,46,-2.19,-19.2,9.21,12.12,1.7065044e+18,9.21,12.08,11.4,37.0,12.0219,put,american,2024-01-31,100,500,O:SPY240131P00500000,-0.974518433580087,0.017409217689163987,-0.05437522725276521,0.027469213474466368,9.27,605,316,8.9,605,316,1706562899305330944,9.085,REAL-TIME,1.7065596051222008e+18,[219],9.21,1.0,325.0,REAL-TIME,-0.025,1706566042664777472,490.94,SPY,REAL-TIME
490.91,0.14806883556050895,0,-15.4,-60.2,10.23,10.23,1.7065044e+18,10.23,10.23,25.59,2.0,10.23,put,american,2024-01-31,100,501,O:SPY240131P00501000,-0.9739141646811925,0.015342755862362886,-0.06235401311383889,0.02888919917924728,10.28,605,316,9.9,605,316,1706562899305522688,10.09,REAL-TIME,1.7065598454341678e+18,[209],10.23,2.0,325.0,REAL-TIME,-0.03,1706566042664777472,490.94,SPY,REAL-TIME
490.91,0.160438422513269,0,-6.27,-36.4,10.95,11.89,1.7065044e+18,10.95,11.89,17.22,7.0,11.3529,put,american,2024-01-31,100,502,O:SPY240131P00502000,-0.9757657852671089,0.01333099042635954,-0.06435251280598865,0.026372139488242657,11.28,605,316,10.9,605,316,1706562899305105920,11.09,REAL-TIME,1.7065619682822853e+18,[209],10.95,2.0,308.0,REAL-TIME,-0.03,1706566042664777472,490.94,SPY,REAL-TIME
490.91,0.18244079936104496,0,,,,,,,,,,,put,american,2024-01-31,100,504,O:SPY240131P00504000,-0.978536604006624,0.01051300201478696,-0.06616395282883579,0.016219839933928344,13.28,605,316,12.9,605,316,1706562899307280384,13.09,REAL-TIME,,,,,,,-0.03,1706566042664777472,490.94,SPY,REAL-TIME
490.91,0.19331678504009137,0,0.0,0.0,34.97,36.32,1.702674e+18,34.68,36.32,34.97,454.0,36.2935,put,american,2024-01-31,100,505,O:SPY240131P00505000,-0.9796792398555553,0.009444277151090526,-0.06696139078945082,0.015716462145497857,14.28,605,316,13.9,605,316,1706562899303642112,14.09,REAL-TIME,1.702673785546e+18,[240],34.97,1.0,308.0,REAL-TIME,-0.03,1706566042664777472,490.94,SPY,REAL-TIME
